sid,search,"splunk_server","_time","is_realtime","event_count","exec_time","result_count","scan_count",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time"
"1582802221.25736","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582802221.109343",0,12,1582802221,12,0,canceled,"1.748",,,,,,,,,,,
"1582805820.25749","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582805820.951179",0,8,1582805821,8,0,canceled,"1.7830000000000001",,,,,,,,,,,
"1582809420.25762","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582809420.964535",0,9,1582809421,9,0,canceled,"1.776",,,,,,,,,,,
"1582813020.25775","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582813020.863126",0,10,1582813020,10,0,canceled,"1.8780000000000001",,,,,,,,,,,
"1582816620.25788","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582816620.781060",0,8,1582816620,8,0,canceled,"1.826",,,,,,,,,,,
"1582820220.25801","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582820220.672225",0,7,1582820220,7,0,canceled,"1.77",,,,,,,,,,,
"1582823820.25814","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582823820.673325",0,10,1582823820,10,0,canceled,"1.786",,,,,,,,,,,
"1582827420.25827","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582827420.600657",0,8,1582827420,8,0,canceled,"2.0300000000000002",,,,,,,,,,,
"1582831020.25840","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582831020.727389",0,8,1582831020,8,0,canceled,"1.936",,,,,,,,,,,
"1582834620.25853","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582834620.698662",0,10,1582834620,10,0,canceled,"1.8920000000000001",,,,,,,,,,,
"1582838220.25866","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582838220.603242",0,13,1582838220,13,0,canceled,"1.805",,,,,,,,,,,
"1582841820.25879","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582841820.632957",0,10,1582841820,10,0,canceled,"2.121",,,,,,,,,,,
"1582845420.25892","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582845420.610964",0,9,1582845420,9,0,canceled,"34.183",,,,,,,,,,,
"1582849020.25905","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582849020.576335",0,9,1582849020,9,0,canceled,"4.625",,,,,,,,,,,
"1582852620.25917","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582852620.519047",0,9,1582852620,9,0,canceled,"33.575",,,,,,,,,,,
"1582856221.25930","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582856221.358876",0,10,1582856221,10,0,canceled,"7.344",,,,,,,,,,,
"1582859820.25943","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582859820.568013",0,10,1582859820,10,0,canceled,"33.128",,,,,,,,,,,
"1582863420.25956","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582863420.581011",0,11,1582863420,11,0,canceled,"27.246000000000002",,,,,,,,,,,
"1582867020.25969","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582867020.500282",0,6,1582867020,6,0,canceled,"32.481",,,,,,,,,,,
"1582870620.25982","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582870620.544178",0,9,1582870620,9,0,canceled,"32.505",,,,,,,,,,,
"1582874221.25995","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582874221.452618",0,3,1582874221,3,0,canceled,"41.548",,,,,,,,,,,
"1582877820.26008","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582877820.493385",0,12,1582877820,12,0,canceled,"28.674",,,,,,,,,,,
"1582881420.26024","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582881420.663226",0,10,1582881420,10,0,canceled,"3.291",,,,,,,,,,,
"1582885020.26037","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582885020.590713",0,10,1582885020,10,0,canceled,"6.061",,,,,,,,,,,
"1582888620.26050","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582888620.805807",0,10,1582888620,10,0,canceled,"2.814",,,,,,,,,,,
"1582892220.26063","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582892220.726789",0,8,1582892220,8,0,completed,"10.264",,,,,,,,,,,
"1582895820.26076","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582895820.815807",0,7,1582895820,7,0,canceled,"31.517",,,,,,,,,,,
"1582899420.26089","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582899420.871847",0,7,1582899420,7,0,canceled,"4.548",,,,,,,,,,,
"1582903020.26101","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582903020.921205",0,8,1582903021,8,0,canceled,"6.109",,,,,,,,,,,
"1582906621.26114","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582906621.088473",0,10,1582906621,10,0,canceled,"32.155",,,,,,,,,,,
"1582910221.26127","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582910221.194475",0,9,1582910221,9,0,canceled,"16.972",,,,,,,,,,,
"1582913821.26140","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582913821.473196",0,10,1582913821,10,0,canceled,"33.334",,,,,,,,,,,
"1582917421.26153","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582917421.435252",0,6,1582917421,6,0,canceled,"34.762",,,,,,,,,,,
"1582921021.26166","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582921021.265020",0,7,1582921021,7,0,canceled,"33.516",,,,,,,,,,,
"1582924621.26179","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582924621.376411",0,4,1582924621,4,0,canceled,"31.271",,,,,,,,,,,
"1582928221.26192","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582928221.296609",0,10,1582928221,10,0,canceled,"3.0660000000000003",,,,,,,,,,,
"1582931821.26205","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582931821.175845",0,7,1582931821,7,0,canceled,"3.428",,,,,,,,,,,
"1582935421.26218","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582935421.099261",0,10,1582935421,10,0,canceled,"2.7560000000000002",,,,,,,,,,,
"1582939020.26231","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582939020.873874",0,9,1582939020,9,0,canceled,"3.598",,,,,,,,,,,
"1582942620.26244","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582942620.871427",0,11,1582942620,11,0,canceled,"4.204",,,,,,,,,,,
"1582946220.26257","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582946220.841161",0,6,1582946220,6,0,canceled,"20.864",,,,,,,,,,,
"1582949820.26270","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582949820.803214",0,8,1582949820,8,0,canceled,"4.148",,,,,,,,,,,
"1582953420.26283","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582953420.767111",0,8,1582953420,8,0,canceled,"8.462",,,,,,,,,,,
"1582957020.26296","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582957020.822792",0,8,1582957020,8,0,canceled,"25.912",,,,,,,,,,,
"1582960620.26308","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582960620.746966",0,7,1582960620,7,0,canceled,"33.922000000000004",,,,,,,,,,,
"1582964220.26321","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582964220.768886",0,9,1582964220,9,0,canceled,"33.397",,,,,,,,,,,
"1582967820.26337","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582967820.687091",0,9,1582967820,9,0,canceled,"13.32",,,,,,,,,,,
"1582971420.26350","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582971420.526231",0,10,1582971420,10,0,canceled,"25.957",,,,,,,,,,,
"1582975020.26363","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582975020.587195",0,9,1582975020,9,0,canceled,"3.681",,,,,,,,,,,
"1582978621.26376","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582978621.462051",0,10,1582978621,10,0,canceled,"3.771",,,,,,,,,,,
"1582982221.26389","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582982221.474901",0,7,1582982221,7,0,canceled,"3.3160000000000003",,,,,,,,,,,
"1582985821.26402","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582985821.432164",0,11,1582985821,11,0,canceled,"6.106",,,,,,,,,,,
"1582989421.26415","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582989421.293703",0,10,1582989421,10,0,canceled,"8.011000000000001",,,,,,,,,,,
"1582993021.26428","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1582993021.209728",0,7,1582993021,7,0,canceled,"10.317",,,,,,,,,,,
"1582996621.26441","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1582996621.178741",0,8,1582996621,8,0,canceled,"5.38",,,,,,,,,,,
"1583000221.26454","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583000221.209657",0,10,1583000221,10,0,canceled,"14.286",,,,,,,,,,,
"1583003821.26467","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583003821.191476",0,9,1583003821,9,0,canceled,"33.677",,,,,,,,,,,
"1583007421.26480","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583007421.202728",0,7,1583007421,7,0,canceled,"34.583",,,,,,,,,,,
"1583011020.26493","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583011020.541321",0,4,1583011020,4,0,canceled,"37.146",,,,,,,,,,,
"1583014620.26506","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583014620.821285",0,10,1583014620,10,0,canceled,"31.944",,,,,,,,,,,
"1583018220.26519","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583018220.741454",0,9,1583018220,9,0,canceled,"33.22",,,,,,,,,,,
"1583021820.26532","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583021820.810860",0,8,1583021820,8,0,canceled,"3.0060000000000002",,,,,,,,,,,
"1583025420.26545","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583025420.781902",0,12,1583025420,12,0,canceled,"2.816",,,,,,,,,,,
"1583029020.26557","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583029020.900337",0,7,1583029021,7,0,canceled,"2.847",,,,,,,,,,,
"1583032620.26570","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583032620.874928",0,10,1583032620,10,0,canceled,"5.271",,,,,,,,,,,
"1583036220.26583","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583036220.846316",0,10,1583036220,10,0,canceled,"3.539",,,,,,,,,,,
"1583039820.26596","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583039820.884538",0,5,1583039820,5,0,canceled,"29.138",,,,,,,,,,,
"1583043421.26609","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583043421.061970",0,11,1583043421,11,0,canceled,"4.228",,,,,,,,,,,
"1583047021.26622","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583047021.134978",0,11,1583047021,11,0,canceled,"20.727",,,,,,,,,,,
"1583050621.26635","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583050621.118001",0,7,1583050621,7,0,canceled,"32.972",,,,,,,,,,,
"1583054221.26651","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583054221.059880",0,12,1583054221,12,0,canceled,"6.454",,,,,,,,,,,
"1583057821.26664","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583057821.373959",0,8,1583057821,8,0,canceled,"32.757",,,,,,,,,,,
"1583061421.26677","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583061421.296507",0,9,1583061421,9,0,canceled,"32.791000000000004",,,,,,,,,,,
"1583065021.26690","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583065021.328231",0,8,1583065021,8,0,canceled,"7.809",,,,,,,,,,,
"1583068620.26703","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583068620.537918",0,11,1583068620,11,0,canceled,"3.987",,,,,,,,,,,
"1583072220.26716","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583072220.548734",0,11,1583072220,11,0,canceled,"4.072",,,,,,,,,,,
"1583075820.26729","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583075820.546177",0,8,1583075820,8,0,canceled,"3.379",,,,,,,,,,,
"1583079421.26742","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583079421.454959",0,11,1583079421,11,0,canceled,"2.973",,,,,,,,,,,
"1583083020.26755","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583083020.826523",0,11,1583083020,11,0,canceled,"6.373",,,,,,,,,,,
"1583086621.26768","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583086621.398342",0,11,1583086621,11,0,canceled,"3.984",,,,,,,,,,,
"1583090221.26781","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583090221.394595",0,11,1583090221,11,0,canceled,"4.706",,,,,,,,,,,
"1583093821.26794","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583093821.121089",0,11,1583093821,11,0,canceled,"13.266",,,,,,,,,,,
"1583097421.26806","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583097421.192438",0,10,1583097421,10,0,canceled,"3.814",,,,,,,,,,,
"1583101021.26819","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583101021.084893",0,10,1583101021,10,0,canceled,"36.76",,,,,,,,,,,
"1583104621.26832","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583104621.286093",0,8,1583104621,8,0,canceled,"34.394",,,,,,,,,,,
"1583108221.26845","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583108221.189105",0,8,1583108221,8,0,canceled,"28.947",,,,,,,,,,,
"1583111821.26858","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583111821.240671",0,10,1583111821,10,0,canceled,"10.484",,,,,,,,,,,
"1583115421.26871","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583115421.228418",0,7,1583115421,7,0,canceled,"3.468",,,,,,,,,,,
"1583119021.26884","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583119021.249153",0,9,1583119021,9,0,canceled,"4.7330000000000005",,,,,,,,,,,
"1583122621.26897","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583122621.461085",0,8,1583122621,8,0,canceled,"2.552",,,,,,,,,,,
"1583126220.26911","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583126220.532229",0,9,1583126220,9,0,canceled,"22.2",,,,,,,,,,,
"1583129820.26924","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583129820.575357",0,12,1583129820,12,0,canceled,"7.7250000000000005",,,,,,,,,,,
"1583133420.26937","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583133420.860701",0,10,1583133420,10,0,canceled,"33.151",,,,,,,,,,,
"1583137020.26950","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583137020.735590",0,9,1583137020,9,0,canceled,"33.353",,,,,,,,,,,
"1583140620.26966","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583140620.737703",0,8,1583140620,8,0,canceled,"13.648",,,,,,,,,,,
"1583144220.26979","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583144220.714376",0,10,1583144220,10,0,canceled,"33.081",,,,,,,,,,,
"1583147820.26991","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583147820.631020",0,11,1583147820,11,0,canceled,"35.951",,,,,,,,,,,
"1583151421.27004","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583151421.415446",0,8,1583151421,8,0,canceled,"32.715",,,,,,,,,,,
"1583155020.27017","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583155020.506378",0,9,1583155020,9,0,canceled,"34.034",,,,,,,,,,,
"1583158621.27030","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583158621.468058",0,11,1583158621,11,0,canceled,"31.836000000000002",,,,,,,,,,,
"1583162220.27043","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583162220.586277",0,10,1583162220,10,0,canceled,"4.41",,,,,,,,,,,
"1583165820.27056","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583165820.599100",0,7,1583165820,7,0,canceled,"4.533",,,,,,,,,,,
"1583169420.27069","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583169420.672285",0,8,1583169420,8,0,canceled,"4.34",,,,,,,,,,,
"1583173020.27082","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583173020.655939",0,11,1583173020,11,0,canceled,"33.365",,,,,,,,,,,
"1583176620.27095","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583176620.682169",0,10,1583176620,10,0,canceled,"27.961000000000002",,,,,,,,,,,
"1583180220.27108","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583180220.849129",0,12,1583180220,12,0,canceled,"31.152",,,,,,,,,,,
"1583183821.27121","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583183821.052530",0,7,1583183821,7,0,canceled,"32.53",,,,,,,,,,,
"1583187420.27134","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583187420.999169",0,11,1583187421,11,0,canceled,"5.1000000000000005",,,,,,,,,,,
"1583191021.27147","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583191021.152493",0,7,1583191021,7,0,canceled,"24.629",,,,,,,,,,,
"1583194621.27159","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583194621.050099",0,8,1583194621,8,0,canceled,"32.966",,,,,,,,,,,
"1583198221.27172","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583198221.132918",0,9,1583198221,9,0,canceled,"33.548",,,,,,,,,,,
"1583201821.27185","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583201821.083748",0,9,1583201821,9,0,canceled,"32.664",,,,,,,,,,,
"1583205420.27198","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583205420.961806",0,10,1583205421,10,0,canceled,"32.758",,,,,,,,,,,
"1583209020.27211","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583209020.987683",0,9,1583209021,9,0,canceled,"4.05",,,,,,,,,,,
"1583212621.27224","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583212621.033604",0,9,1583212621,9,0,canceled,"5.356",,,,,,,,,,,
"1583216220.27237","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583216221.003432",0,10,1583216221,10,0,canceled,"2.6470000000000002",,,,,,,,,,,
"1583219820.27250","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583219820.898403",0,9,1583219820,9,0,canceled,"35.442",,,,,,,,,,,
"1583223420.27263","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583223420.727416",0,12,1583223420,12,0,canceled,"16.786",,,,,,,,,,,
"1583227020.27279","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583227020.977912",0,8,1583227021,8,0,canceled,"20.874",,,,,,,,,,,
"1583230621.27292","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583230621.165884",0,8,1583230621,8,0,canceled,"26.713",,,,,,,,,,,
"1583234221.27305","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583234221.246576",0,7,1583234221,7,0,canceled,"34.035000000000004",,,,,,,,,,,
"1583237821.27317","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583237821.179687",0,10,1583237821,10,0,canceled,"5.506",,,,,,,,,,,
"1583241421.27330","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583241421.074020",0,8,1583241421,8,0,canceled,"34.454",,,,,,,,,,,
"1583245021.27343","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583245021.055418",0,11,1583245021,11,0,canceled,"33.566",,,,,,,,,,,
"1583248621.27356","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583248621.068790",0,5,1583248621,5,0,canceled,"33.418",,,,,,,,,,,
"1583252221.27369","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583252221.099080",0,12,1583252221,12,0,canceled,"31.830000000000002",,,,,,,,,,,
"1583255821.27382","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583255821.362447",0,8,1583255821,8,0,canceled,"4.831",,,,,,,,,,,
"1583259421.27395","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583259421.411883",0,10,1583259421,10,0,canceled,"3.043",,,,,,,,,,,
"1583263021.27408","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583263021.414163",0,11,1583263021,11,0,canceled,"4.24",,,,,,,,,,,
"1583266621.27421","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583266621.216832",0,11,1583266621,11,0,canceled,"31.264",,,,,,,,,,,
"1583270221.27434","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583270221.312567",0,9,1583270221,9,0,canceled,"19.106",,,,,,,,,,,
"1583273820.27447","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583273820.621749",0,10,1583273820,10,0,canceled,"4.636",,,,,,,,,,,
"1583277420.27460","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583277420.559831",0,6,1583277420,6,0,canceled,"31.738",,,,,,,,,,,
"1583281020.27473","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583281020.592362",0,8,1583281020,8,0,canceled,"32.303",,,,,,,,,,,
"1583284620.27485","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583284620.590041",0,9,1583284620,9,0,canceled,"16.052",,,,,,,,,,,
"1583288220.27498","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583288220.517526",0,8,1583288220,8,0,canceled,"33.057",,,,,,,,,,,
"1583291820.27511","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583291820.630298",0,10,1583291820,10,0,canceled,"33.598",,,,,,,,,,,
"1583295420.27524","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583295420.639248",0,10,1583295420,10,0,canceled,"4.9030000000000005",,,,,,,,,,,
"1583299020.27537","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583299020.490684",0,13,1583299020,13,0,canceled,"24.451",,,,,,,,,,,
"1583302620.27550","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583302620.572254",0,6,1583302620,6,0,canceled,"3.843",,,,,,,,,,,
"1583306220.27563","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583306220.509140",0,6,1583306220,6,0,canceled,"18.812",,,,,,,,,,,
"1583309821.27576","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583309821.475304",0,6,1583309821,6,0,canceled,"2.591",,,,,,,,,,,
"1583313421.27592","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583313421.408005",0,10,1583313421,10,0,canceled,"20.064",,,,,,,,,,,
