keywords,"remote_timeline",search,"optimized_search","phase_0_search","phase_1_search","events_streamed",streaming,servers,"search_providers","remote_search","search_can_be_event_type","report_search","events_search","can_summarize","lookups_enabled",realtimesearch,batchmodesearch,"time_cursored","column_order","events_sorted",user,"status_buckets","max_time","max_count","reduce_freq","sample_ratio","sample_seed","preview_enabled","num_previews","result_preview_count",pid,"is_events_preview_enabled",provenance,priority,"max_cache_miss_bucket_fetch_time","max_cache_miss_bucket_fetch_time_peer",start,error,state,"run_time",done,"scan_count","drop_count",resultcount,count,"available_count","events_istruncated","events_fields_count","remote_search_logs",cursor,"searched_buckets","eliminated_buckets","disk_usage"
"",0,"| rest services/data/indexes datatype=all f=title f=frozenTimePeriodInSecs f=maxGlobalDataSizeMB f=remotePath f=disabled| search remotePath!="""" AND disabled!=1| dedup title| fields title frozenTimePeriodInSecs maxGlobalDataSizeMB","| rest services/data/indexes datatype=all f=title f=frozenTimePeriodInSecs f=maxGlobalDataSizeMB f=remotePath f=disabled| search (disabled!=1 remotePath!="""") | dedup title | fields + title, frozenTimePeriodInSecs, maxGlobalDataSizeMB","prerest  timeout=60 ""services/data/indexes?count=0&datatype=all&f=title&f=frozenTimePeriodInSecs&f=maxGlobalDataSizeMB&f=remotePath&f=disabled""","rest  services/data/indexes datatype=all f=title f=frozenTimePeriodInSecs f=maxGlobalDataSizeMB f=remotePath f=disabled | search (disabled!=1 remotePath!="""")  | dedup  title  | fields  + title, frozenTimePeriodInSecs, maxGlobalDataSizeMB",1,0,"*","USRLSPLNKIDX002,usrlsplnkidx001,usrlsplnkidx003,usrlsplnkidx004,usrlsplnkidx005,usrlsplnkidx006,usrlsplnkidx007,usrlsplnkidx008,usrlsplnkidx009,usrlsplnkidx010,usrlsplnkidx011,usrlsplnkidx012,usrlsplnkidx013,usrlsplunkmstidx","prerest  timeout=60 ""services/data/indexes?count=0&datatype=all&f=title&f=frozenTimePeriodInSecs&f=maxGlobalDataSizeMB&f=remotePath&f=disabled""",0,"rest  services/data/indexes datatype=all f=title f=frozenTimePeriodInSecs f=maxGlobalDataSizeMB f=remotePath f=disabled | search (disabled!=1 remotePath!="""") | dedup  title | fields  + title, frozenTimePeriodInSecs, maxGlobalDataSizeMB","",0,1,0,0,0,"title
frozenTimePeriodInSecs
maxGlobalDataSizeMB
_*",none,"splunk-system-user",300,"8640000.000",10000,10,1,0,0,0,0,9854,0,"",5,0,"",1585193754,"",DONE,"0.732",1,0,0,0,0,0,0,0,"USRLSPLNKIDX002
usrlsplnkidx001
usrlsplnkidx003
usrlsplnkidx004
usrlsplnkidx005
usrlsplnkidx006
usrlsplnkidx007
usrlsplnkidx008
usrlsplnkidx009
usrlsplnkidx010
usrlsplnkidx011
usrlsplnkidx012
usrlsplnkidx013",0,0,0,425984
