"_sid","_timestamp",now,"_search_StartTime","_rt_earliest","_rt_latest","_rtspan","_scan_count","_drop_count","_maxevents","_countMap","_search_StartUp_Spent","_columnOrder","_keySet","_remoteServers","_group_list","is_remote_sorted","rt_backfill","read_raw","sample_ratio","sample_seed","enable_event_stream","remote_log_download_mode","_default_group","_timeline_events_preview","_rtoptions","field_rendering","_query_finished","_request_finalization","_auth_token","_splunkd_port","_splunkd_protocol","_splunkd_uri","internal_only","summary_mode","summary_maxtimespan","summary_stopped","is_batch_mode","_retry_count","kv_store_settings","kv_store_additional_settings","_dsi_id","_root_sid","_shp_id","_search","_remote_search","_reduce_search","_datamodel_map","_optional_fields_json","_tstats_reduce","_tstats_search_filter","summary_id","required_tags_to_summarize","generation_id",site,label,"savedsearch_label","is_saved_search","is_shc_mode","is_cluster_slave","search_can_be_event_type",realtime,"indexed_realtime","indexed_realtime_offset","replay_speed","_rt_batch_retry","_read_buckets_since_startup","_ppc.app","_ppc.user","_ppc.bs","_bundle_version","_is_scheduled","_is_summary_index","_is_remote","_orig_search_head","_search_metrics","check_dangerous_command","_bs_thread_count","_bs_pipeline_identifier","_is_export","_exported_results","_is_keepalive"
"RemoteStorageRetrieveIndexes_1585193753.3135","1585193753.928877000","1585193753.922639000","1585193753.922783000","","","",0,0,0,"duration.command.dedup;0;duration.command.fields;0;duration.command.noop;0;duration.command.prerest;5941;duration.command.rest;15;duration.command.rest.execute_input;15;duration.command.rest.execute_output;0;duration.command.search;2;duration.command.search.filter;2;duration.dispatch.createdSearchResultInfrastructure;43;duration.dispatch.evaluate.dedup;0;duration.dispatch.evaluate.fields;0;duration.dispatch.evaluate.prerest;0;duration.dispatch.evaluate.rest;0;duration.dispatch.evaluate.search;0;duration.dispatch.fetch.rcp.phase_0;630;duration.dispatch.finalWriteToDisk;0;duration.dispatch.localSearch;10;duration.dispatch.parserThread;11;duration.dispatch.stream.local;10;duration.dispatch.stream.remote;5931;duration.dispatch.stream.remote.USRLSPLNKIDX002;515;duration.dispatch.stream.remote.usrlsplnkidx001;532;duration.dispatch.stream.remote.usrlsplnkidx003;540;duration.dispatch.stream.remote.usrlsplnkidx004;329;duration.dispatch.stream.remote.usrlsplnkidx005;478;duration.dispatch.stream.remote.usrlsplnkidx006;490;duration.dispatch.stream.remote.usrlsplnkidx007;407;duration.dispatch.stream.remote.usrlsplnkidx008;459;duration.dispatch.stream.remote.usrlsplnkidx009;505;duration.dispatch.stream.remote.usrlsplnkidx010;439;duration.dispatch.stream.remote.usrlsplnkidx011;419;duration.dispatch.stream.remote.usrlsplnkidx012;420;duration.dispatch.stream.remote.usrlsplnkidx013;398;duration.dispatch.writeStatus;3;duration.startup.configuration;689;duration.startup.handoff;5413;in_ct.command.dedup;0;in_ct.command.fields;0;in_ct.command.noop;0;in_ct.command.prerest;0;in_ct.command.rest;4351;in_ct.command.rest.execute_input;4351;in_ct.command.rest.execute_output;0;in_ct.command.search;4351;in_ct.dispatch.stream.remote;0;in_ct.dispatch.stream.remote.USRLSPLNKIDX002;0;in_ct.dispatch.stream.remote.usrlsplnkidx001;0;in_ct.dispatch.stream.remote.usrlsplnkidx003;0;in_ct.dispatch.stream.remote.usrlsplnkidx004;0;in_ct.dispatch.stream.remote.usrlsplnkidx005;0;in_ct.dispatch.stream.remote.usrlsplnkidx006;0;in_ct.dispatch.stream.remote.usrlsplnkidx007;0;in_ct.dispatch.stream.remote.usrlsplnkidx008;0;in_ct.dispatch.stream.remote.usrlsplnkidx009;0;in_ct.dispatch.stream.remote.usrlsplnkidx010;0;in_ct.dispatch.stream.remote.usrlsplnkidx011;0;in_ct.dispatch.stream.remote.usrlsplnkidx012;0;in_ct.dispatch.stream.remote.usrlsplnkidx013;0;invocations.command.dedup;14;invocations.command.fields;14;invocations.command.noop;1;invocations.command.prerest;14;invocations.command.rest;29;invocations.command.rest.execute_input;28;invocations.command.rest.execute_output;1;invocations.command.search;14;invocations.command.search.filter;14;invocations.dispatch.createdSearchResultInfrastructure;1;invocations.dispatch.evaluate.dedup;15;invocations.dispatch.evaluate.fields;15;invocations.dispatch.evaluate.prerest;15;invocations.dispatch.evaluate.rest;15;invocations.dispatch.evaluate.search;15;invocations.dispatch.fetch.rcp.phase_0;28;invocations.dispatch.finalWriteToDisk;2;invocations.dispatch.localSearch;1;invocations.dispatch.parserThread;26;invocations.dispatch.stream.local;1;invocations.dispatch.stream.remote;13;invocations.dispatch.stream.remote.USRLSPLNKIDX002;1;invocations.dispatch.stream.remote.usrlsplnkidx001;1;invocations.dispatch.stream.remote.usrlsplnkidx003;1;invocations.dispatch.stream.remote.usrlsplnkidx004;1;invocations.dispatch.stream.remote.usrlsplnkidx005;1;invocations.dispatch.stream.remote.usrlsplnkidx006;1;invocations.dispatch.stream.remote.usrlsplnkidx007;1;invocations.dispatch.stream.remote.usrlsplnkidx008;1;invocations.dispatch.stream.remote.usrlsplnkidx009;1;invocations.dispatch.stream.remote.usrlsplnkidx010;1;invocations.dispatch.stream.remote.usrlsplnkidx011;1;invocations.dispatch.stream.remote.usrlsplnkidx012;1;invocations.dispatch.stream.remote.usrlsplnkidx013;1;invocations.dispatch.writeStatus;2;invocations.startup.configuration;41;invocations.startup.handoff;41;out_ct.command.dedup;0;out_ct.command.fields;0;out_ct.command.noop;0;out_ct.command.prerest;4351;out_ct.command.rest;0;out_ct.command.rest.execute_input;0;out_ct.command.rest.execute_output;0;out_ct.command.search;0;out_ct.dispatch.stream.remote;1019255;out_ct.dispatch.stream.remote.USRLSPLNKIDX002;78413;out_ct.dispatch.stream.remote.usrlsplnkidx001;78413;out_ct.dispatch.stream.remote.usrlsplnkidx003;78395;out_ct.dispatch.stream.remote.usrlsplnkidx004;78405;out_ct.dispatch.stream.remote.usrlsplnkidx005;78403;out_ct.dispatch.stream.remote.usrlsplnkidx006;78413;out_ct.dispatch.stream.remote.usrlsplnkidx007;78395;out_ct.dispatch.stream.remote.usrlsplnkidx008;78399;out_ct.dispatch.stream.remote.usrlsplnkidx009;78413;out_ct.dispatch.stream.remote.usrlsplnkidx010;78407;out_ct.dispatch.stream.remote.usrlsplnkidx011;78403;out_ct.dispatch.stream.remote.usrlsplnkidx012;78399;out_ct.dispatch.stream.remote.usrlsplnkidx013;78397;",134,"title frozenTimePeriodInSecs maxGlobalDataSizeMB _*","","","",0,0,1,1,0,0,disabledSavedSearches,"dmc_group_indexer",0,"","",1,0,"57WVLk1hkmkFcd5itcRMcBLpQslPqwBNxIYzK6RkUAwBm2HevFD6i3WINV0E3nxXe5YqyvL3r4IXEQ2w4VMMjp0tcp0V1QB2D8r8SGpBPR0j^1mhXKMYVWoOjRE7suNxSe_mhglXYB4LQiF4UmV2L39OKbLtNUbZWVu3h0rDtC3apu1hJso",8089,https,"https://127.0.0.1:8089",0,none,"",0,0,0,"hosts;127.0.0.1:8191\;;local;127.0.0.1:8191;read_preference;D3EF2C1D-BF4D-4D80-BAF3-75A79C4403BD;replica_set_name;D3EF2C1D-BF4D-4D80-BAF3-75A79C4403BD;status;failed;","hosts_guids;D3EF2C1D-BF4D-4D80-BAF3-75A79C4403BD\;;",0,"","D3EF2C1D-BF4D-4D80-BAF3-75A79C4403BD","| rest services/data/indexes datatype=all f=title f=frozenTimePeriodInSecs f=maxGlobalDataSizeMB f=remotePath f=disabled| search remotePath!="""" AND disabled!=1| dedup title| fields title frozenTimePeriodInSecs maxGlobalDataSizeMB","","","","{}","","","","",0,default,"","",0,0,0,0,0,0,0,0,0,0,search,"splunk-system-user","$SPLUNK_ETC",13303393575778161739,1,0,0,"","{""ConsideredBuckets"":0,""EliminatedBuckets"":0,""ConsideredEvents"":0,""TotalSlicesInBuckets"":0,""DecompressedSlices"":0,""FieldMetadata_Events"":"""",""Partition"":{}}",0,1,0,0,0,0
